# time thermal kinetic hydro gravitational total
9.273456512747832448e-02 7.877936513475902736e-01 2.911911675949124811e-01 1.078984818942502866e+00 -7.232405646877235195e-02 1.006660762473730486e+00
9.527538189260864598e-02 7.889033122939126397e-01 2.948744974472368163e-01 1.083777809741149678e+00 -7.675111838508448525e-02 1.007026691356065262e+00
9.783348432766576785e-02 7.900832074227348567e-01 2.986951249549095744e-01 1.088778332377644320e+00 -8.137221181374927614e-02 1.007406120563895113e+00
1.004088247110509341e-01 7.913350923559744343e-01 3.026585401879026138e-01 1.093993632543877048e+00 -8.619418317601416912e-02 1.007799449367862810e+00
1.025680837168986836e-01 7.924345757339872343e-01 3.060746599763168874e-01 1.098509235710304122e+00 -9.037109453590978780e-02 1.008138141174394375e+00
1.051749438590508096e-01 7.938232357791239480e-01 3.103149772709663523e-01 1.104138213050090300e+00 -9.558019644233442524e-02 1.008558016607755903e+00
1.077989726543700788e-01 7.952893656340103146e-01 3.147149711623900004e-01 1.110004336796400315e+00 -1.010113527115675813e-01 1.008992984084832845e+00
1.104401680108696437e-01 7.968351974275023064e-01 3.192810108019418225e-01 1.116116208229444018e+00 -1.066727104198236242e-01 1.009443497809620283e+00
1.126542838019168602e-01 7.981859863913638442e-01 3.232176548658206028e-01 1.121403641257184614e+00 -1.115724877269432258e-01 1.009831153530241332e+00
1.153269830890372161e-01 7.998840791332904043e-01 3.281056584273462362e-01 1.127989737560636474e+00 -1.176782892699587968e-01 1.010311448290677649e+00
1.175673859716122177e-01 8.013652720101180904e-01 3.323205107811038062e-01 1.133685782791221897e+00 -1.229611371085702481e-01 1.010724645682651746e+00
1.202716873625839095e-01 8.032243651842208010e-01 3.375546787757399692e-01 1.140779043959960770e+00 -1.295425800707400987e-01 1.011236463889220616e+00
1.225384864940674834e-01 8.048436673483436721e-01 3.420686769834740959e-01 1.146912344331817657e+00 -1.352356590682804172e-01 1.011676685263537268e+00
1.252745534277560913e-01 8.068734732147617716e-01 3.476751737491383665e-01 1.154548646963900360e+00 -1.423267283843040465e-01 1.012221918579596203e+00
1.275679119546817009e-01 8.086393529419330095e-01 3.525110621989622217e-01 1.161150415140895120e+00 -1.484595758876413041e-01 1.012690839253253872e+00
1.303359740216284146e-01 8.108505758265540653e-01 3.585183042089026273e-01 1.169368880035456471e+00 -1.560973263037991887e-01 1.013271553731657226e+00
1.326561116953413610e-01 8.127724374011007225e-01 3.637007367089059029e-01 1.176473174110006514e+00 -1.627022368655866580e-01 1.013770937244419912e+00
1.354564629362475237e-01 8.151769556719147269e-01 3.701395444101329701e-01 1.185316500082047586e+00 -1.709271385041908620e-01 1.014389361577856752e+00
1.378036486457513421e-01 8.172652711704044837e-01 3.756952263749711030e-01 1.192960497545375587e+00 -1.780393272404027227e-01 1.014921170304972975e+00
1.401632317074059941e-01 8.194335904340264154e-01 3.814294340753665580e-01 1.200863024509393195e+00 -1.853945978412918916e-01 1.015468426668101332e+00
1.425352833078960824e-01 8.216883232548601868e-01 3.873444871781470122e-01 1.209032810433007255e+00 -1.930012210060338407e-01 1.016031589426973358e+00
1.453983112911919340e-01 8.245355052134375473e-01 3.946666103956233407e-01 1.219202115609061110e+00 -2.024729014913002056e-01 1.016729214117760849e+00
1.477980688262169329e-01 8.270800994729485822e-01 4.009120553221455774e-01 1.227992154795094049e+00 -2.106625477639793020e-01 1.017329607031114858e+00
1.502105562907387615e-01 8.298682601217386434e-01 4.072109857736305738e-01 1.237079245895368995e+00 -2.191308958129276896e-01 1.017948350082441333e+00
1.526358659756304748e-01 8.330139700626335575e-01 4.134587804688318879e-01 1.246472750531465445e+00 -2.278860355000293103e-01 1.018586715031436052e+00
1.550740952756149982e-01 8.366489423615572907e-01 4.195326166592592276e-01 1.256181559020816518e+00 -2.369351961666413264e-01 1.019246362854175247e+00
1.575253467362887627e-01 8.409067314760427791e-01 4.253069750685857242e-01 1.266213706544628614e+00 -2.462842182272198255e-01 1.019929488317408817e+00
1.604841898358028984e-01 8.470139220442719497e-01 4.316746222881999717e-01 1.278688544332471810e+00 -2.579047279108028778e-01 1.020783816421668933e+00
1.629644767914037451e-01 8.530570647468844747e-01 4.363966156163563981e-01 1.289453680363240817e+00 -2.679256964143412745e-01 1.021527983948899543e+00
1.654581493980387119e-01 8.600498998213415014e-01 4.405080213260531563e-01 1.300557921147394547e+00 -2.782529976230866953e-01 1.022304923524307796e+00
1.679653325481353932e-01 8.680410772795814633e-01 4.439611192621438773e-01 1.312002196541725230e+00 -2.888840572602208168e-01 1.023118139281504302e+00
1.704861566545444462e-01 8.770533046505881725e-01 4.467320869288833318e-01 1.323785391579471504e+00 -2.998143132893402729e-01 1.023971078290131231e+00
1.725127286413389582e-01 8.849982286723176994e-01 4.484557255184559166e-01 1.333453954190773505e+00 -3.087697609327661463e-01 1.024684193258007303e+00
1.750584530591486054e-01 8.958314183972585498e-01 4.500067590977000487e-01 1.345838177494958599e+00 -3.202214310491514060e-01 1.025616746445807248e+00
1.776182137114082349e-01 9.076328831460367397e-01 4.509153126380952559e-01 1.358548195784131885e+00 -3.319503249352763752e-01 1.026597870848855454e+00
1.801921628367016415e-01 9.203535287291066957e-01 4.512228381851100534e-01 1.371576366914216472e+00 -3.439462816098901587e-01 1.027630085304326313e+00
1.827804586800639841e-01 9.339324624864717705e-01 4.509814834143309192e-01 1.384913945900802634e+00 -3.561985130194529336e-01 1.028715432881349701e+00
1.853832656161666093e-01 9.482997573276041869e-01 4.502516504538317532e-01 1.398551407781435829e+00 -3.686957734228187844e-01 1.029855634358617156e+00
1.880007542912484619e-01 9.633807120079882491e-01 4.490980713258106993e-01 1.412478783333798837e+00 -3.814270134068473705e-01 1.031051769926951467e+00
1.901054311470536107e-01 9.759065095133216960e-01 4.479161210144687599e-01 1.423822630527790345e+00 -3.917732840573943109e-01 1.032049346470396145e+00
1.927496321297020032e-01 9.920710040078039027e-01 4.461747198688337801e-01 1.438245723876637516e+00 -4.048984554318144635e-01 1.033347268444823053e+00
1.954087761319293071e-01 1.008723694640300206e+00 4.442062640757667991e-01 1.452929958716067116e+00 -4.182285261275313637e-01 1.034701432588535752e+00
1.975469752442000904e-01 1.022343971201444379e+00 4.425155405335228220e-01 1.464859511734967423e+00 -4.290347484078235740e-01 1.035824763327143794e+00
2.000000000000000111e-01 1.038162631597071339e+00 4.405086913948236815e-01 1.478671322991895298e+00 -4.415213763715247208e-01 1.037149946620370633e+00
